PROPERTYADDRESS,PROPERTYCITY,PROPERTYZIP,MUNIDESC,SCHOOLDESC,NEIGHDESC,TAXDESC,OWNERDESC,CLASSDESC,USEDESC,LOTAREA,HOMESTEADFLAG,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALEDESC,PREVSALEDATE,PREVSALEPRICE,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLEDESC,STORIES,YEARBLT,EXTFINISH_DESC,ROOFDESC,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE
ANGELO DR,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,8506,HOM,,09-11-2014,09-11-2014,10.0,LOVE&AFFECTION,04-25-2008,130900.0,72400,35300,107700,0,90400,35300,125700,90400,35300,125700,RANCH,1.0,1962.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,2.0,1.0,Central Heat,1.0,2.0
CLAIRTON BLVD REAR,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,15743,,,01-04-2016,12-23-2015,1.0,MULTI-PARCEL SA,04-23-2002,35000.0,66800,36000,102800,0,66800,36000,102800,66800,36000,102800,OLD STYLE,2.0,1930.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,3.0,1.0,1.0,Central Heat,1.0,0.0
MACASSAR DR,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,2 TH COMPLEXES MUNI 877,20 - Taxable,REGULAR,RESIDENTIAL,CONDOMINIUM,0,HOM,,08-31-2007,08-31-2007,74900.0,SALE NOT ANALYZ,07-01-2005,40000.0,54600,0,54600,0,72600,0,72600,72600,0,72600,CONDO INT,2.0,1950.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
MACASSAR DR,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,6245,HOM,,02-12-2008,02-12-2008,50000.0,VALID SALE,08-05-1986,54000.0,30500,35100,65600,0,48500,35100,83600,48500,35100,83600,COLONIAL,2.0,1963.0,Brick,SHINGLE,Full,C,AVERAGE,5.0,POOR,POOR,6.0,3.0,1.0,1.0,Central Heat with AC,1.0,1.0
CURRY RD,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,6930,HOM,,,06-14-1965,0.0,NOT APPLICABLE,,,38200,35200,73400,0,56200,35200,91400,56200,35200,91400,RANCH,1.0,1955.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat,0.0,1.0
ELAINE DR,PITTSBURGH,15236,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,6936,,,02-27-2013,02-27-2013,104900.0,VALID SALE,11-22-2011,1.0,65900,35200,101100,0,65900,35200,101100,65900,35200,101100,RANCH,1.0,1955.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
BAKER DR,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,10693,HOM,,,01-22-1997,55000.0,VALID SALE,,,52000,34500,86500,0,70000,34500,104500,70000,34500,104500,COLONIAL,2.0,1956.0,Brick,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,AVERAGE,6.0,3.0,2.0,0.0,Central Heat with AC,0.0,1.0
STATE ROUTE 885 ,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,63772,,,,10-28-1874,0.0,NOT APPLICABLE,,,0,49500,49500,0,0,49500,49500,0,49500,49500,,,,,,,,,,,,,,,,,,
WALL RD EXT,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,18350,HOM,,,06-30-1994,1.0,LOVE&AFFECTION,,,16400,43100,59500,0,34400,43100,77500,34400,43100,77500,RANCH,1.0,1947.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,FAIR,6.0,2.0,2.0,0.0,Central Heat,0.0,1.0
STILLEY RD,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,7800,HOM,,,10-02-1967,0.0,NOT APPLICABLE,,,83800,31200,115000,0,101800,31200,133000,101800,31200,133000,SPLIT LEVEL,1.0,1966.0,Masonry FRAME,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,0.0,2.0
DEER PARK DR E,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,12273,HOM,,,12-17-1997,130000.0,VALID SALE,,,123600,36300,159900,0,141600,36300,177900,141600,36300,177900,COLONIAL,2.0,1973.0,Masonry FRAME,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,3.0,2.0,1.0,Central Heat with AC,1.0,2.0
ALTA VISTA DR,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,28750,HOM,,07-27-2009,07-27-2009,65000.0,VALID SALE,,,248900,66300,315200,0,266900,66300,333200,266900,66300,333200,COLONIAL,2.0,2010.0,Brick,SHINGLE,Full,B+,GOOD +,3.0,AVERAGE,AVERAGE,7.0,3.0,2.0,1.0,Central Heat with AC,,3.0
LEWIS RUN RD,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,18000,HOM,,,06-27-1990,25000.0,VALID SALE,,,43700,42700,86400,0,61700,42700,104400,61700,42700,104400,BUNGALOW,1.0,1925.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,0.0,0.0
COUNCIL PL,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,13285,,,11-21-2016,11-18-2016,395000.0,OTHER VALID,11-03-2011,360000.0,308500,54100,362600,0,308500,54100,362600,308500,54100,362600,CONTEMPORARY,2.0,2000.0,Brick,SHINGLE,Full,B+,GOOD +,2.0,GOOD,VERY GOOD,8.0,4.0,3.0,1.0,Central Heat with AC,1.0,0.0
COCHRAN MILL RD,CLAIRTON,15025,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,16282,HOM,,,04-02-1997,1.0,LOVE&AFFECTION,,,99300,40800,140100,0,117300,40800,158100,117300,40800,158100,COLONIAL,2.0,1970.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,8.0,4.0,1.0,2.0,Central Heat with AC,0.0,2.0
KNIGHT RD,FINLEYVILLE,15332,Jefferson Hills,West Jefferson,JEFFERSON BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,104108,HOM,,,04-19-1983,1.0,LOVE&AFFECTION,,,103300,37700,141000,0,121300,37700,159000,121300,37700,159000,SPLIT LEVEL,1.0,1970.0,Masonry FRAME,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,1.0,Electric,1.0,2.0
GLASS HOUSE RD,CLAIRTON,15025,Jefferson Hills,West Jefferson,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),20 - Taxable,REGULAR,INDUSTRIAL,LIGHT MANUFACTURING,43996,,,04-11-2007,04-11-2007,250000.0,SALE NOT ANALYZ,,,123700,81000,204700,0,123700,81000,204700,123700,81000,204700,,,,,,,,,,,,,,,,,,
OHIO ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,VACANT LAND,6104,,,,09-12-1950,1.0,LOVE&AFFECTION,,,0,1000,1000,0,0,1000,1000,0,1000,1000,,,,,,,,,,,,,,,,,,
JAMES ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,80150,,,04-25-2011,04-25-2011,0.0,LOVE&AFFECTION,12-06-1983,53000.0,35900,20000,55900,0,35900,20000,55900,35900,20000,55900,OLD STYLE,2.0,1938.0,Stone,SHINGLE,Part,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,0.0,Central Heat,1.0,0.0
MEADOW GAP DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TOWNHOUSE,5561,HOM,,12-05-2012,12-05-2012,100000.0,OTHER,03-13-1989,64200.0,60500,19100,79600,0,78500,19100,97600,78500,19100,97600,TOWNHOUSE,2.0,1989.0,Masonry FRAME,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,0.0,1.0
4TH ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,CONDEMNED/BOARDED-UP,11340,,,10-28-2014,10-24-2014,8000.0,MULTI-PARCEL SA,12-29-1971,0.0,6000,25300,31300,0,6000,25300,31300,6000,25300,31300,OLD STYLE,2.0,1906.0,Frame,SHINGLE,Full,C-,AVERAGE -,5.0,POOR,POOR,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
ROUTH ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,4800,,,10-11-2012,10-11-2012,1.0,LOVE&AFFECTION,08-27-1971,0.0,52300,18300,70600,0,52300,18300,70600,52300,18300,70600,BUNGALOW,1.0,1918.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat with AC,0.0,0.0
SUNNYFIELD DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,9000,,,04-18-2006,04-18-2006,59000.0,VALID SALE,01-27-2005,2863.0,59700,22800,82500,0,59700,22800,82500,59700,22800,82500,COLONIAL,2.0,1957.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat,0.0,0.0
THOMPSON RUN RD,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,VACANT LAND,17248,,,11-08-2012,11-08-2012,250000.0,MULTI-PARCEL SA,09-09-1994,50000.0,0,30500,30500,0,0,30500,30500,0,30500,30500,,,,,,,,,,,,,,,,,,
BETTY PL,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,48090,HOM,,,04-07-1992,20000.0,VALID SALE,,,62600,25400,88000,0,80600,25400,106000,80600,25400,106000,OLD STYLE,2.0,1941.0,Frame,SHINGLE,Full,C,AVERAGE,2.0,GOOD,AVERAGE,6.0,2.0,1.0,1.0,Central Heat with AC,1.0,1.0
COTTONWOOD DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,SUBURBAN (EAST OF PITTSBURGH),10 - Exempt,CORPORATION,GOVERNMENT,MUNICIPAL GOVERNMENT,400317,,,,09-30-1971,0.0,LOVE&AFFECTION,,,0,15800,15800,0,0,15800,15800,0,15800,15800,,,,,,,,,,,,,,,,,,
GARDEN CITY DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,6148,HOM,,02-21-2008,02-21-2008,1.0,LOVE&AFFECTION,07-22-2002,1.0,55300,22700,78000,0,73300,22700,96000,73300,22700,96000,RANCH,1.0,1957.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,0.0,0.0
ROCKWOOD ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,8220,HOM,,,10-31-2002,91500.0,VALID SALE,12-06-2000,76100.0,46900,22000,68900,0,64900,22000,86900,64900,22000,86900,CAPE COD,1.5,1948.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
ANDORA DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,10215,HOM,,,05-20-1966,0.0,NOT APPLICABLE,,,93000,24100,117100,0,111000,24100,135100,111000,24100,135100,RANCH,1.0,1967.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,4.0,2.0,1.0,Central Heat with AC,0.0,2.0
GARDEN CITY DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,10658,HOM,,,06-17-1959,0.0,NOT APPLICABLE,,,58700,28300,87000,0,76700,28300,105000,76700,28300,105000,BI-LEVEL,1.0,1959.0,Brick,SHINGLE,Part,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,0.0,Central Heat with AC,1.0,1.0
CARUSO DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,9199,,,09-15-2011,09-15-2011,1.0,LOVE&AFFECTION,12-07-1970,0.0,50100,23000,73100,0,50100,23000,73100,50100,23000,73100,RANCH,1.0,1953.0,Frame,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,5.0,2.0,1.0,0.0,Central Heat with AC,0.0,2.0
THOMAS ST,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,12959,HOM,,10-12-2012,10-12-2012,0.0,LOVE&AFFECTION,02-14-1964,0.0,37600,26100,63700,0,55600,26100,81700,55600,26100,81700,RANCH,1.0,1952.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,4.0,2.0,1.0,0.0,Central Heat with AC,0.0,1.0
MCGINLEY RD,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,TOWNHOUSE,3354,,,09-22-2015,09-21-2015,417000.0,MULTI-PARCEL SA,,,159500,19200,178700,0,159500,19200,178700,159500,19200,178700,TOWNHOUSE,2.0,2009.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,,None,,2.0
BAYHILL DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,GLENWOOD,20 - Taxable,REGULAR,RESIDENTIAL,CONDOMINIUM,0,HOM,,,10-12-1994,144000.0,VALID SALE,,,113300,0,113300,0,131300,0,131300,131300,0,131300,CONDO INT,2.0,1990.0,Masonry FRAME,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,2.0,1.0,Central Heat with AC,0.0,2.0
MALCOLM CT,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,6 SMALL COMPLEXES - EAST,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,CONDOMINIUM,0,HOM,,03-05-2015,02-27-2015,157900.0,VALID SALE,01-23-2002,156000.0,109400,0,109400,0,127400,0,127400,127400,0,127400,CONDO PAT/CARG,1.0,1995.0,Frame,SHINGLE,Slab/Piers,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,2.0,0.0,Central Heat with AC,0.0,0.0
OLD SUFFOLK DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,9593,HOM,,,04-25-1966,0.0,NOT APPLICABLE,,,125500,35900,161400,0,143500,35900,179400,143500,35900,179400,COLONIAL,2.0,1966.0,Masonry FRAME,SHINGLE,Part,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,1.0,Central Heat with AC,0.0,2.0
HAHN LN,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,22259,HOM,,,11-05-1998,0.0,OTHER INVALID,12-13-1993,3611.0,107000,27000,134000,0,125000,27000,152000,125000,27000,152000,BI-LEVEL,1.0,1993.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,2.0,1.0,Central Heat with AC,1.0,2.0
SHALIMAR CT,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,48090,HOM,,,08-02-1989,129000.0,OTHER INVALID,,,488800,106100,594900,0,506800,106100,612900,506800,106100,612900,COLONIAL,2.0,1991.0,Brick,SLATE,Full,X,EXCELLENT,2.0,GOOD,GOOD,9.0,4.0,3.0,1.0,Central Heat with AC,1.0,3.0
RUSH VALLEY DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,21057,HOM,,,06-06-1983,86000.0,VALID SALE,,,112600,40800,153400,0,130600,40800,171400,130600,40800,171400,COLONIAL,2.0,1966.0,Brick,SHINGLE,Full,C+,AVERAGE +,4.0,FAIR,AVERAGE,7.0,4.0,1.0,2.0,Central Heat with AC,0.0,2.0
BRADBERRY DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,14829,HOM,,02-25-2011,02-25-2011,215000.0,MULTI-PARCEL SA,02-08-2011,1.0,118400,40200,158600,0,136400,40200,176600,136400,40200,176600,COLONIAL,2.0,1967.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,4.0,2.0,0.0,Central Heat with AC,0.0,0.0
KELLY CT,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,11669,HOM,,,10-07-1996,185000.0,OTHER VALID,,,211300,29600,240900,0,229300,29600,258900,229300,29600,258900,COLONIAL,2.0,1985.0,Frame,SHINGLE,Full,B-,GOOD -,3.0,AVERAGE,AVERAGE,9.0,4.0,3.0,1.0,Central Heat,1.0,2.0
BEATTY RD,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,40749,HOM,,08-07-2013,08-07-2013,1.0,LOVE&AFFECTION,02-16-2010,1.0,29900,32600,62500,0,47900,32600,80500,47900,32600,80500,RANCH,1.0,1963.0,Frame,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,4.0,1.0,1.0,0.0,Central Heat,0.0,1.0
HARVEST DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,19343,HOM,,12-08-2003,12-08-2003,167500.0,OTHER VALID,08-30-1994,120000.0,98600,30700,129300,0,116600,30700,147300,116600,30700,147300,SPLIT LEVEL,1.0,1969.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,1.0,2.0
HOCHBERG RD,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,10020,HOM,,11-02-2015,10-20-2015,85000.0,QUIT CLAIM / SPEC WARRNTY,01-15-2002,75000.0,40300,27500,67800,0,58300,27500,85800,58300,27500,85800,RANCH,1.0,1955.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
VANDERBILT DR,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,9000,HOM,,,08-06-1971,0.0,NOT APPLICABLE,,,52000,26300,78300,0,70000,26300,96300,70000,26300,96300,BI-LEVEL,1.0,1971.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
GOLDEN MILE HWY,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,SUBURBAN (EAST OF PITTSBURGH),20 - Taxable,CORPORATION,COMMERCIAL,AUTO SALES & SERVICE,27007,,,03-11-2009,03-11-2009,10.0,OTHER INVALID,03-23-1989,210000.0,28800,227600,256400,0,28800,227600,256400,28800,227600,256400,,,,,,,,,,,,,,,,,,
CAVITT RD,MONROEVILLE,15146,Monroeville  ,Monroeville Gateway,MONROEVILLE BOROUGH,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),5189,,,12-05-2013,12-05-2013,1.0,MULTI-PARCEL SA,03-27-1974,0.0,18000,500,18500,0,18000,500,18500,18000,500,18500,,,,,,,,,,,,,,,,,,
JEFFERSON ST,VERONA,15147,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,13616,HOM,,03-08-2016,03-01-2016,1.0,LOVE&AFFECTION,02-19-1992,1.0,136600,23200,159800,0,154600,23200,177800,154600,23200,177800,BI-LEVEL,1.0,1992.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,1.0,Central Heat with AC,,1.0
RAMPART BLVD,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TOWNHOUSE,2351,HOM,,,08-31-1992,52500.0,VALID SALE,,,41000,21000,62000,0,59000,21000,80000,59000,21000,80000,TOWNHOUSE,2.0,1979.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,0.0,0.0
R OF W ,PITTSBURGH,15239,Plum  ,Plum Boro,RURAL UTILITY ROWS,12 - Public Utility Realty Tax - PURTA,CORPORATION-RAILROAD,UTILITIES,R.R. - NOT USED IN OPERATION,1236416,,,,08-30-1978,0.0,LOVE&AFFECTION,,,0,56800,56800,0,0,56800,56800,0,56800,56800,,,,,,,,,,,,,,,,,,
DUQUESNE BLVD,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TOWNHOUSE,3720,HOM,,,06-30-1981,7200.0,VALID SALE,,,44600,23000,67600,0,62600,23000,85600,62600,23000,85600,TOWNHOUSE,2.0,1983.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,1.0,Central Heat with AC,1.0,0.0
DUQUESNE BLVD,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,12188,HOM,,12-20-2016,12-16-2016,150000.0,DATE OF TRANSFER,05-12-1998,101500.0,90400,35100,125500,0,108400,35100,143500,108400,35100,143500,COLONIAL,2.0,1979.0,Masonry FRAME,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,2.0,1.0,Central Heat with AC,1.0,2.0
PEPPERTREE CT,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,SINGLE FAMILY,10872,HOM,,,09-11-2002,1.0,LOVE&AFFECTION,12-31-1996,1.0,150400,33400,183800,0,168400,33400,201800,168400,33400,201800,COLONIAL,2.0,1999.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,FAIR,8.0,4.0,2.0,1.0,Central Heat with AC,1.0,0.0
COXCOMB HILL RD,NEW KENSINGTON,15068,Plum  ,Plum Boro,RURAL,20 - Taxable,CORPORATION,INDUSTRIAL,MINI WAREHOUSE,135559,,,,09-16-1997,1.0,LOVE&AFFECTION,,,1213300,186700,1400000,0,1213300,186700,1400000,1213300,186700,1400000,,,,,,,,,,,,,,,,,,
VENANGO CT,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,11507,HOM,,06-27-2006,06-27-2006,1.0,LOVE&AFFECTION,08-04-1987,62000.0,79200,34300,113500,0,97200,34300,131500,97200,34300,131500,BI-LEVEL,1.0,1979.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,1.0,1.0
VENANGO CT,NEW KENSINGTON,15068,Plum  ,Plum Boro,PLUM BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,12600,HOM,,,05-01-1981,13000.0,VALID SALE,,,119400,35100,154500,0,137400,35100,172500,137400,35100,172500,COLONIAL,2.0,1980.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,9.0,5.0,2.0,1.0,Central Heat with AC,1.0,2.0
